"B25010_001E","B25010_001M","B25010_002E","B25010_002M","B25010_003E","B25010_003M","GEO_ID","NAME"
"Estimate!!Average household size --!!Total:","Margin of Error!!Average household size --!!Total:","Estimate!!Average household size --!!Total:!!Owner occupied","Margin of Error!!Average household size --!!Total:!!Owner occupied","Estimate!!Average household size --!!Total:!!Renter occupied","Margin of Error!!Average household size --!!Total:!!Renter occupied","id","Geographic Area Name"
"2.02","0.31","1.71","0.90","2.05","0.33","1400000US06037125321","Census Tract 1253.21, Los Angeles County, California"
"1.52","0.16","-","**","1.52","0.16","1400000US06037125322","Census Tract 1253.22, Los Angeles County, California"
"2.07","0.25","2.59","0.72","1.91","0.26","1400000US06037125402","Census Tract 1254.02, Los Angeles County, California"
"1.94","0.19","1.75","0.54","1.95","0.20","1400000US06037125403","Census Tract 1254.03, Los Angeles County, California"
"1.78","0.33","-","**","1.78","0.33","1400000US06037125404","Census Tract 1254.04, Los Angeles County, California"
"1.80","0.18","2.89","0.53","1.70","0.17","1400000US06037125501","Census Tract 1255.01, Los Angeles County, California"
"1.88","0.16","2.21","0.26","1.76","0.18","1400000US06037125502","Census Tract 1255.02, Los Angeles County, California"
"2.32","0.26","2.58","0.33","2.10","0.47","1400000US06037125600","Census Tract 1256, Los Angeles County, California"
"3.51","0.29","3.09","0.50","3.76","0.37","1400000US06037127102","Census Tract 1271.02, Los Angeles County, California"
"2.53","0.24","2.33","0.50","2.57","0.27","1400000US06037127103","Census Tract 1271.03, Los Angeles County, California"
"3.04","0.44","2.28","0.34","3.33","0.60","1400000US06037127104","Census Tract 1271.04, Los Angeles County, California"
"3.12","0.34","3.84","0.73","2.79","0.38","1400000US06037127210","Census Tract 1272.10, Los Angeles County, California"
"2.93","0.29","3.36","0.52","2.71","0.41","1400000US06037127220","Census Tract 1272.20, Los Angeles County, California"
"2.63","0.23","3.20","0.54","2.34","0.33","1400000US06037127300","Census Tract 1273, Los Angeles County, California"
"3.32","0.36","3.44","0.52","3.28","0.45","1400000US06037127400","Census Tract 1274, Los Angeles County, California"
"3.43","0.34","3.66","1.91","3.42","0.35","1400000US06037127520","Census Tract 1275.20, Los Angeles County, California"
"3.06","0.32","3.24","0.88","3.03","0.34","1400000US06037127603","Census Tract 1276.03, Los Angeles County, California"
"2.19","0.27","3.84","0.92","2.00","0.27","1400000US06037127604","Census Tract 1276.04, Los Angeles County, California"
"3.34","0.37","3.83","1.21","3.25","0.34","1400000US06037127605","Census Tract 1276.05, Los Angeles County, California"
"2.77","0.28","3.17","0.54","2.53","0.29","1400000US06037127606","Census Tract 1276.06, Los Angeles County, California"
"2.92","0.26","2.55","0.48","3.13","0.29","1400000US06037127711","Census Tract 1277.11, Los Angeles County, California"
"2.46","0.32","2.62","0.49","2.42","0.38","1400000US06037127712","Census Tract 1277.12, Los Angeles County, California"
"2.90","0.30","3.34","0.50","2.76","0.39","1400000US06037127803","Census Tract 1278.03, Los Angeles County, California"
"3.05","0.58","4.24","2.30","2.70","0.29","1400000US06037127804","Census Tract 1278.04, Los Angeles County, California"
"2.63","0.37","3.44","1.01","2.39","0.33","1400000US06037127805","Census Tract 1278.05, Los Angeles County, California"
"2.58","0.31","2.40","0.45","2.63","0.39","1400000US06037127806","Census Tract 1278.06, Los Angeles County, California"
"3.38","0.38","3.44","0.62","3.36","0.47","1400000US06037127910","Census Tract 1279.10, Los Angeles County, California"
"3.13","0.28","3.43","0.43","2.95","0.35","1400000US06037127920","Census Tract 1279.20, Los Angeles County, California"
"2.94","0.25","2.80","0.39","2.99","0.36","1400000US06037128101","Census Tract 1281.01, Los Angeles County, California"
"3.20","0.28","3.39","0.58","3.16","0.29","1400000US06037128102","Census Tract 1281.02, Los Angeles County, California"
"3.37","0.42","3.14","0.89","3.38","0.44","1400000US06037128210","Census Tract 1282.10, Los Angeles County, California"
"2.40","0.20","2.99","0.37","2.13","0.29","1400000US06037128220","Census Tract 1282.20, Los Angeles County, California"
"3.10","0.24","3.33","0.68","3.06","0.28","1400000US06037128302","Census Tract 1283.02, Los Angeles County, California"
"3.44","0.27","2.32","0.65","3.51","0.29","1400000US06037128303","Census Tract 1283.03, Los Angeles County, California"
"2.54","0.24","2.53","0.37","2.55","0.38","1400000US06037128400","Census Tract 1284, Los Angeles County, California"
"1.99","0.17","1.94","0.34","2.02","0.22","1400000US06037128500","Census Tract 1285, Los Angeles County, California"
"3.01","0.37","3.21","0.47","2.96","0.49","1400000US06037128601","Census Tract 1286.01, Los Angeles County, California"
"2.55","0.25","3.06","0.37","1.98","0.26","1400000US06037128602","Census Tract 1286.02, Los Angeles County, California"
"1.83","0.29","1.76","0.33","1.85","0.37","1400000US06037128703","Census Tract 1287.03, Los Angeles County, California"
"2.29","0.25","2.30","0.33","2.27","0.36","1400000US06037128704","Census Tract 1287.04, Los Angeles County, California"
"1.90","0.16","2.36","0.31","1.77","0.19","1400000US06037128801","Census Tract 1288.01, Los Angeles County, California"
"2.12","0.16","2.23","0.31","2.07","0.22","1400000US06037128802","Census Tract 1288.02, Los Angeles County, California"
"2.47","0.17","2.89","0.24","2.09","0.24","1400000US06037128910","Census Tract 1289.10, Los Angeles County, California"
"3.60","0.33","3.32","0.66","3.68","0.40","1400000US06037131021","Census Tract 1310.21, Los Angeles County, California"
"2.96","0.31","3.50","0.96","2.88","0.32","1400000US06037131022","Census Tract 1310.22, Los Angeles County, California"
"3.64","0.40","4.08","0.62","3.23","0.58","1400000US06037131023","Census Tract 1310.23, Los Angeles County, California"
"4.22","0.53","3.82","0.61","4.80","1.30","1400000US06037131024","Census Tract 1310.24, Los Angeles County, California"
"3.20","0.28","3.19","0.30","3.30","1.54","1400000US06037131100","Census Tract 1311, Los Angeles County, California"
"2.91","0.25","2.88","0.33","3.03","0.56","1400000US06037131200","Census Tract 1312, Los Angeles County, California"
"4.29","0.48","3.94","0.63","5.29","0.63","1400000US06037131300","Census Tract 1313, Los Angeles County, California"
"3.41","0.39","3.76","0.69","3.13","0.41","1400000US06037131400","Census Tract 1314, Los Angeles County, California"
"3.61","0.42","3.63","0.50","3.56","0.69","1400000US06037131600","Census Tract 1316, Los Angeles County, California"
"2.80","0.30","2.74","0.43","2.85","0.45","1400000US06037131701","Census Tract 1317.01, Los Angeles County, California"
"3.02","0.44","2.99","0.50","3.07","0.75","1400000US06037131702","Census Tract 1317.02, Los Angeles County, California"
"3.10","0.41","3.72","1.02","2.94","0.48","1400000US06037131801","Census Tract 1318.01, Los Angeles County, California"
"3.99","0.56","3.62","0.42","5.12","1.48","1400000US06037131802","Census Tract 1318.02, Los Angeles County, California"
"3.36","0.29","3.44","0.33","3.11","0.50","1400000US06037131900","Census Tract 1319, Los Angeles County, California"
"2.86","0.40","3.18","0.53","2.24","0.54","1400000US06037132001","Census Tract 1320.01, Los Angeles County, California"
"3.19","0.42","2.62","0.35","3.97","0.82","1400000US06037132002","Census Tract 1320.02, Los Angeles County, California"
"2.87","0.37","2.87","0.56","2.87","0.53","1400000US06037132101","Census Tract 1321.01, Los Angeles County, California"
"2.36","0.22","2.54","0.38","2.23","0.36","1400000US06037132102","Census Tract 1321.02, Los Angeles County, California"
"2.97","0.48","5.65","2.64","2.62","0.43","1400000US06037132301","Census Tract 1323.01, Los Angeles County, California"
"3.53","0.40","3.11","0.66","3.85","0.42","1400000US06037132302","Census Tract 1323.02, Los Angeles County, California"
"3.47","0.45","4.20","0.76","2.89","0.38","1400000US06037132501","Census Tract 1325.01, Los Angeles County, California"
"2.62","0.31","2.61","0.42","2.64","0.40","1400000US06037132502","Census Tract 1325.02, Los Angeles County, California"
"2.93","0.28","2.76","0.38","3.23","0.41","1400000US06037132700","Census Tract 1327, Los Angeles County, California"
"2.96","0.28","3.13","0.38","2.72","0.36","1400000US06037132900","Census Tract 1329, Los Angeles County, California"
"3.23","0.43","3.07","0.51","3.64","0.80","1400000US06037133000","Census Tract 1330, Los Angeles County, California"
"2.87","0.29","2.81","0.33","2.97","0.63","1400000US06037133101","Census Tract 1331.01, Los Angeles County, California"
"2.65","0.25","3.03","0.52","2.47","0.25","1400000US06037133102","Census Tract 1331.02, Los Angeles County, California"
"3.83","0.36","3.66","0.53","3.92","0.49","1400000US06037134001","Census Tract 1340.01, Los Angeles County, California"
"3.30","0.40","3.51","0.62","3.16","0.64","1400000US06037134002","Census Tract 1340.02, Los Angeles County, California"
"3.94","0.42","3.47","0.41","4.59","0.81","1400000US06037134101","Census Tract 1341.01, Los Angeles County, California"
"3.44","0.59","3.09","0.45","3.87","1.22","1400000US06037134103","Census Tract 1341.03, Los Angeles County, California"
"3.38","0.29","3.44","0.42","3.33","0.42","1400000US06037134104","Census Tract 1341.04, Los Angeles County, California"
"3.56","0.43","3.34","0.51","4.38","0.60","1400000US06037134201","Census Tract 1342.01, Los Angeles County, California"
"2.94","0.48","2.52","0.38","4.55","1.21","1400000US06037134302","Census Tract 1343.02, Los Angeles County, California"
"2.90","0.22","2.96","0.29","2.74","0.40","1400000US06037134303","Census Tract 1343.03, Los Angeles County, California"
"2.87","0.34","3.17","0.36","2.33","0.66","1400000US06037134304","Census Tract 1343.04, Los Angeles County, California"
"3.23","0.42","3.80","1.79","3.23","0.42","1400000US06037134305","Census Tract 1343.05, Los Angeles County, California"
"2.94","0.30","3.12","0.47","2.88","0.38","1400000US06037134306","Census Tract 1343.06, Los Angeles County, California"
"3.00","0.22","2.94","0.21","3.48","1.47","1400000US06037134421","Census Tract 1344.21, Los Angeles County, California"
"2.94","0.25","2.97","0.25","2.84","0.99","1400000US06037134422","Census Tract 1344.22, Los Angeles County, California"
"2.57","0.36","2.90","0.23","1.63","0.57","1400000US06037134423","Census Tract 1344.23, Los Angeles County, California"
"2.89","0.20","2.95","0.21","2.35","0.59","1400000US06037134424","Census Tract 1344.24, Los Angeles County, California"
"2.96","0.21","3.32","0.91","2.91","0.22","1400000US06037134520","Census Tract 1345.20, Los Angeles County, California"
"4.38","0.56","4.30","0.74","4.40","0.67","1400000US06037134521","Census Tract 1345.21, Los Angeles County, California"
"3.01","0.35","2.80","0.44","3.07","0.43","1400000US06037134522","Census Tract 1345.22, Los Angeles County, California"
"3.31","0.33","2.64","0.58","3.45","0.36","1400000US06037134710","Census Tract 1347.10, Los Angeles County, California"
"2.99","0.22","3.04","0.36","2.94","0.37","1400000US06037134720","Census Tract 1347.20, Los Angeles County, California"
"3.01","0.41","3.04","0.58","2.96","0.69","1400000US06037134801","Census Tract 1348.01, Los Angeles County, California"
"3.62","0.38","3.28","0.53","4.66","1.28","1400000US06037134802","Census Tract 1348.02, Los Angeles County, California"
"2.70","0.20","2.89","0.24","2.36","0.47","1400000US06037134901","Census Tract 1349.01, Los Angeles County, California"
"3.14","0.56","3.86","1.15","2.64","0.37","1400000US06037134904","Census Tract 1349.04, Los Angeles County, California"
"1.93","0.14","1.51","0.28","1.99","0.15","1400000US06037134905","Census Tract 1349.05, Los Angeles County, California"
"2.68","0.29","-","**","2.68","0.29","1400000US06037134906","Census Tract 1349.06, Los Angeles County, California"
"2.18","0.45","-","**","2.18","0.45","1400000US06037134907","Census Tract 1349.07, Los Angeles County, California"
"2.98","0.19","2.94","0.21","3.26","0.44","1400000US06037135102","Census Tract 1351.02, Los Angeles County, California"
"3.18","0.36","2.88","0.36","3.59","0.70","1400000US06037135111","Census Tract 1351.11, Los Angeles County, California"
"2.40","0.22","2.14","0.45","2.45","0.25","1400000US06037135113","Census Tract 1351.13, Los Angeles County, California"
"2.07","0.26","1.62","0.27","2.16","0.31","1400000US06037135115","Census Tract 1351.15, Los Angeles County, California"
"1.43","0.19","2.11","0.81","1.39","0.18","1400000US06037135116","Census Tract 1351.16, Los Angeles County, California"
"3.25","0.33","3.49","0.38","2.35","0.58","1400000US06037135201","Census Tract 1352.01, Los Angeles County, California"
"3.15","0.25","3.12","0.26","3.28","0.69","1400000US06037135202","Census Tract 1352.02, Los Angeles County, California"
"3.11","0.35","3.06","0.37","3.55","1.30","1400000US06037135204","Census Tract 1352.04, Los Angeles County, California"
"2.49","0.28","2.36","0.38","3.39","1.13","1400000US06037135205","Census Tract 1352.05, Los Angeles County, California"
"2.89","0.19","2.93","0.20","2.71","0.58","1400000US06037137000","Census Tract 1370, Los Angeles County, California"
"2.30","0.20","1.96","0.17","2.72","0.37","1400000US06037137103","Census Tract 1371.03, Los Angeles County, California"
"2.67","0.23","2.65","0.25","2.79","0.69","1400000US06037137104","Census Tract 1371.04, Los Angeles County, California"
"2.53","0.31","2.76","0.53","2.37","0.43","1400000US06037137202","Census Tract 1372.02, Los Angeles County, California"
"2.98","0.58","3.25","0.95","2.56","0.39","1400000US06037137203","Census Tract 1372.03, Los Angeles County, California"
"3.10","0.32","3.05","0.33","4.00","0.79","1400000US06037137301","Census Tract 1373.01, Los Angeles County, California"
"2.74","0.15","2.84","0.17","1.81","0.32","1400000US06037137302","Census Tract 1373.02, Los Angeles County, California"
"2.73","0.21","2.75","0.30","2.69","0.29","1400000US06037137401","Census Tract 1374.01, Los Angeles County, California"
"2.75","0.26","2.80","0.33","2.61","0.56","1400000US06037137402","Census Tract 1374.02, Los Angeles County, California"
"2.59","0.29","2.95","0.34","2.37","0.45","1400000US06037137501","Census Tract 1375.01, Los Angeles County, California"
"2.48","0.19","2.58","0.26","2.26","0.28","1400000US06037137502","Census Tract 1375.02, Los Angeles County, California"
"2.85","0.22","2.82","0.23","3.11","1.02","1400000US06037137504","Census Tract 1375.04, Los Angeles County, California"
"2.66","0.15","2.58","0.18","2.97","0.48","1400000US06037138000","Census Tract 1380, Los Angeles County, California"
"2.45","0.20","2.68","0.38","2.22","0.27","1400000US06037139001","Census Tract 1390.01, Los Angeles County, California"
"2.66","0.23","2.61","0.31","2.71","0.36","1400000US06037139200","Census Tract 1392, Los Angeles County, California"
"2.78","0.22","2.84","0.25","2.43","0.46","1400000US06037139301","Census Tract 1393.01, Los Angeles County, California"
"2.54","0.24","2.18","0.54","2.63","0.28","1400000US06037139302","Census Tract 1393.02, Los Angeles County, California"
"2.04","0.17","1.91","0.23","2.10","0.25","1400000US06037139303","Census Tract 1393.03, Los Angeles County, California"
"2.09","0.18","2.50","0.46","1.92","0.21","1400000US06037139401","Census Tract 1394.01, Los Angeles County, California"
"3.08","0.22","3.12","0.25","2.89","0.50","1400000US06037139402","Census Tract 1394.02, Los Angeles County, California"
"2.67","0.23","2.88","0.31","2.21","0.42","1400000US06037139502","Census Tract 1395.02, Los Angeles County, California"
"2.22","0.19","2.17","0.27","2.24","0.24","1400000US06037139504","Census Tract 1395.04, Los Angeles County, California"
"1.77","0.32","1.89","0.38","1.74","0.41","1400000US06037139505","Census Tract 1395.05, Los Angeles County, California"
"2.26","0.26","1.88","0.35","2.56","0.40","1400000US06037139506","Census Tract 1395.06, Los Angeles County, California"
"2.31","0.20","2.29","0.26","2.36","0.31","1400000US06037139600","Census Tract 1396, Los Angeles County, California"
"2.84","0.20","2.97","0.24","2.47","0.45","1400000US06037139701","Census Tract 1397.01, Los Angeles County, California"
"3.07","0.27","3.04","0.27","3.28","0.68","1400000US06037139703","Census Tract 1397.03, Los Angeles County, California"
"2.74","0.47","2.60","0.50","3.38","1.45","1400000US06037139704","Census Tract 1397.04, Los Angeles County, California"
"2.96","0.28","2.88","0.32","4.14","1.12","1400000US06037139705","Census Tract 1397.05, Los Angeles County, California"
"2.84","0.22","2.77","0.16","4.42","3.35","1400000US06037139801","Census Tract 1398.01, Los Angeles County, California"
"2.85","0.23","2.79","0.23","3.44","1.11","1400000US06037139802","Census Tract 1398.02, Los Angeles County, California"
"2.15","0.23","2.15","0.32","2.15","0.33","1400000US06037141101","Census Tract 1411.01, Los Angeles County, California"
"2.17","0.23","2.39","0.39","2.05","0.25","1400000US06037141102","Census Tract 1411.02, Los Angeles County, California"
"1.94","0.14","2.32","0.41","1.87","0.14","1400000US06037141201","Census Tract 1412.01, Los Angeles County, California"
"2.06","0.20","2.34","0.27","1.84","0.30","1400000US06037141202","Census Tract 1412.02, Los Angeles County, California"
"1.99","0.11","1.97","0.27","1.99","0.13","1400000US06037141303","Census Tract 1413.03, Los Angeles County, California"
"1.99","0.21","2.16","0.38","1.85","0.19","1400000US06037141304","Census Tract 1413.04, Los Angeles County, California"
"1.93","0.23","2.47","0.23","1.69","0.30","1400000US06037141305","Census Tract 1413.05, Los Angeles County, California"
"2.07","0.20","2.85","0.45","1.85","0.25","1400000US06037141306","Census Tract 1413.06, Los Angeles County, California"
"2.63","0.17","3.11","0.27","2.09","0.26","1400000US06037141400","Census Tract 1414, Los Angeles County, California"
"2.79","0.20","2.76","0.23","4.00","0.32","1400000US06037141500","Census Tract 1415, Los Angeles County, California"
"2.36","0.18","2.39","0.20","2.12","0.55","1400000US06037141600","Census Tract 1416, Los Angeles County, California"
