"B25064_001E","B25064_001M","GEO_ID","NAME"
"Estimate!!Median gross rent","Margin of Error!!Median gross rent","id","Geographic Area Name"
"1086","67","1400000US06037531800","Census Tract 5318, Los Angeles County, California"
"1188","84","1400000US06037531901","Census Tract 5319.01, Los Angeles County, California"
"1178","69","1400000US06037531902","Census Tract 5319.02, Los Angeles County, California"
"960","96","1400000US06037532001","Census Tract 5320.01, Los Angeles County, California"
"1296","151","1400000US06037532002","Census Tract 5320.02, Los Angeles County, California"
"1434","114","1400000US06037532101","Census Tract 5321.01, Los Angeles County, California"
"1551","211","1400000US06037532102","Census Tract 5321.02, Los Angeles County, California"
"1466","116","1400000US06037532200","Census Tract 5322, Los Angeles County, California"
"1118","77","1400000US06037532302","Census Tract 5323.02, Los Angeles County, California"
"1159","72","1400000US06037532303","Census Tract 5323.03, Los Angeles County, California"
"838","297","1400000US06037532304","Census Tract 5323.04, Los Angeles County, California"
"1181","131","1400000US06037532500","Census Tract 5325, Los Angeles County, California"
"1207","189","1400000US06037532605","Census Tract 5326.05, Los Angeles County, California"
"992","51","1400000US06037532606","Census Tract 5326.06, Los Angeles County, California"
"1198","51","1400000US06037532607","Census Tract 5326.07, Los Angeles County, California"
"1157","176","1400000US06037532700","Census Tract 5327, Los Angeles County, California"
"1175","101","1400000US06037532800","Census Tract 5328, Los Angeles County, California"
"1149","99","1400000US06037532900","Census Tract 5329, Los Angeles County, California"
"1076","248","1400000US06037533001","Census Tract 5330.01, Los Angeles County, California"
"1175","91","1400000US06037533002","Census Tract 5330.02, Los Angeles County, California"
"1130","54","1400000US06037533103","Census Tract 5331.03, Los Angeles County, California"
"1026","108","1400000US06037533104","Census Tract 5331.04, Los Angeles County, California"
"1205","203","1400000US06037533105","Census Tract 5331.05, Los Angeles County, California"
"1108","86","1400000US06037533108","Census Tract 5331.08, Los Angeles County, California"
"1045","145","1400000US06037533201","Census Tract 5332.01, Los Angeles County, California"
"1298","118","1400000US06037533204","Census Tract 5332.04, Los Angeles County, California"
"1106","61","1400000US06037533300","Census Tract 5333, Los Angeles County, California"
"1193","83","1400000US06037533401","Census Tract 5334.01, Los Angeles County, California"
"1074","79","1400000US06037533402","Census Tract 5334.02, Los Angeles County, California"
"1130","104","1400000US06037533403","Census Tract 5334.03, Los Angeles County, California"
"1115","117","1400000US06037533501","Census Tract 5335.01, Los Angeles County, California"
"1172","101","1400000US06037533504","Census Tract 5335.04, Los Angeles County, California"
"1310","91","1400000US06037533601","Census Tract 5336.01, Los Angeles County, California"
"1210","87","1400000US06037533602","Census Tract 5336.02, Los Angeles County, California"
"1106","76","1400000US06037533603","Census Tract 5336.03, Los Angeles County, California"
"1108","62","1400000US06037533701","Census Tract 5337.01, Los Angeles County, California"
"1216","98","1400000US06037533702","Census Tract 5337.02, Los Angeles County, California"
"1220","172","1400000US06037533703","Census Tract 5337.03, Los Angeles County, California"
"1268","91","1400000US06037533803","Census Tract 5338.03, Los Angeles County, California"
"1152","62","1400000US06037533804","Census Tract 5338.04, Los Angeles County, California"
"1230","142","1400000US06037533805","Census Tract 5338.05, Los Angeles County, California"
"1354","125","1400000US06037533806","Census Tract 5338.06, Los Angeles County, California"
"1249","80","1400000US06037533901","Census Tract 5339.01, Los Angeles County, California"
"1397","95","1400000US06037533902","Census Tract 5339.02, Los Angeles County, California"
"1212","98","1400000US06037534001","Census Tract 5340.01, Los Angeles County, California"
"1430","111","1400000US06037534002","Census Tract 5340.02, Los Angeles County, California"
"1252","244","1400000US06037534101","Census Tract 5341.01, Los Angeles County, California"
"1278","90","1400000US06037534102","Census Tract 5341.02, Los Angeles County, California"
"1334","55","1400000US06037534201","Census Tract 5342.01, Los Angeles County, California"
"1310","81","1400000US06037534202","Census Tract 5342.02, Los Angeles County, California"
"1265","108","1400000US06037534203","Census Tract 5342.03, Los Angeles County, California"
"1299","94","1400000US06037534301","Census Tract 5343.01, Los Angeles County, California"
"1371","63","1400000US06037534302","Census Tract 5343.02, Los Angeles County, California"
"1442","151","1400000US06037534403","Census Tract 5344.03, Los Angeles County, California"
"1321","121","1400000US06037534404","Census Tract 5344.04, Los Angeles County, California"
"1407","159","1400000US06037534405","Census Tract 5344.05, Los Angeles County, California"
"1358","105","1400000US06037534406","Census Tract 5344.06, Los Angeles County, California"
"1284","116","1400000US06037534501","Census Tract 5345.01, Los Angeles County, California"
"982","117","1400000US06037534502","Census Tract 5345.02, Los Angeles County, California"
"1226","225","1400000US06037534700","Census Tract 5347, Los Angeles County, California"
"1190","130","1400000US06037534802","Census Tract 5348.02, Los Angeles County, California"
"1281","119","1400000US06037534803","Census Tract 5348.03, Los Angeles County, California"
"1093","129","1400000US06037534804","Census Tract 5348.04, Los Angeles County, California"
"1233","83","1400000US06037534900","Census Tract 5349, Los Angeles County, California"
"1046","138","1400000US06037535001","Census Tract 5350.01, Los Angeles County, California"
"1129","103","1400000US06037535002","Census Tract 5350.02, Los Angeles County, California"
"1267","88","1400000US06037535101","Census Tract 5351.01, Los Angeles County, California"
"1215","120","1400000US06037535102","Census Tract 5351.02, Los Angeles County, California"
"1547","152","1400000US06037535200","Census Tract 5352, Los Angeles County, California"
"1191","208","1400000US06037535300","Census Tract 5353, Los Angeles County, California"
"1330","352","1400000US06037535400","Census Tract 5354, Los Angeles County, California"
"1104","66","1400000US06037535501","Census Tract 5355.01, Los Angeles County, California"
"1206","89","1400000US06037535502","Census Tract 5355.02, Los Angeles County, California"
"1153","79","1400000US06037535503","Census Tract 5355.03, Los Angeles County, California"
"1249","76","1400000US06037535603","Census Tract 5356.03, Los Angeles County, California"
"1141","58","1400000US06037535604","Census Tract 5356.04, Los Angeles County, California"
"1261","89","1400000US06037535605","Census Tract 5356.05, Los Angeles County, California"
"1068","247","1400000US06037535606","Census Tract 5356.06, Los Angeles County, California"
"1250","216","1400000US06037535607","Census Tract 5356.07, Los Angeles County, California"
"1168","87","1400000US06037535701","Census Tract 5357.01, Los Angeles County, California"
"1207","82","1400000US06037535702","Census Tract 5357.02, Los Angeles County, California"
"1236","134","1400000US06037535802","Census Tract 5358.02, Los Angeles County, California"
"1252","78","1400000US06037535803","Census Tract 5358.03, Los Angeles County, California"
"1272","129","1400000US06037535804","Census Tract 5358.04, Los Angeles County, California"
"1278","259","1400000US06037535901","Census Tract 5359.01, Los Angeles County, California"
"1168","135","1400000US06037535902","Census Tract 5359.02, Los Angeles County, California"
"1118","65","1400000US06037536000","Census Tract 5360, Los Angeles County, California"
"2116","187","1400000US06037536102","Census Tract 5361.02, Los Angeles County, California"
"1290","116","1400000US06037536103","Census Tract 5361.03, Los Angeles County, California"
"1390","118","1400000US06037536104","Census Tract 5361.04, Los Angeles County, California"
"1172","266","1400000US06037536201","Census Tract 5362.01, Los Angeles County, California"
"1014","234","1400000US06037536202","Census Tract 5362.02, Los Angeles County, California"
"1248","146","1400000US06037540000","Census Tract 5400, Los Angeles County, California"
"1510","210","1400000US06037540101","Census Tract 5401.01, Los Angeles County, California"
"1500","286","1400000US06037540102","Census Tract 5401.02, Los Angeles County, California"
"1143","109","1400000US06037540201","Census Tract 5402.01, Los Angeles County, California"
"1232","105","1400000US06037540202","Census Tract 5402.02, Los Angeles County, California"
"1300","85","1400000US06037540203","Census Tract 5402.03, Los Angeles County, California"
"1253","190","1400000US06037540300","Census Tract 5403, Los Angeles County, California"
"982","134","1400000US06037540400","Census Tract 5404, Los Angeles County, California"
"1170","79","1400000US06037540501","Census Tract 5405.01, Los Angeles County, California"
"1212","103","1400000US06037540502","Census Tract 5405.02, Los Angeles County, California"
"1239","243","1400000US06037540600","Census Tract 5406, Los Angeles County, California"
"1305","253","1400000US06037540700","Census Tract 5407, Los Angeles County, California"
"1239","267","1400000US06037540800","Census Tract 5408, Los Angeles County, California"
"1313","317","1400000US06037540901","Census Tract 5409.01, Los Angeles County, California"
"1305","376","1400000US06037540902","Census Tract 5409.02, Los Angeles County, California"
"875","57","1400000US06037541003","Census Tract 5410.03, Los Angeles County, California"
"876","140","1400000US06037541100","Census Tract 5411, Los Angeles County, California"
"1695","194","1400000US06037541200","Census Tract 5412, Los Angeles County, California"
"1395","377","1400000US06037541300","Census Tract 5413, Los Angeles County, California"
"1379","366","1400000US06037541401","Census Tract 5414.01, Los Angeles County, California"
"1474","582","1400000US06037541402","Census Tract 5414.02, Los Angeles County, California"
"1199","148","1400000US06037541500","Census Tract 5415, Los Angeles County, California"
"1152","96","1400000US06037541603","Census Tract 5416.03, Los Angeles County, California"
"1174","108","1400000US06037541604","Census Tract 5416.04, Los Angeles County, California"
"1239","117","1400000US06037541605","Census Tract 5416.05, Los Angeles County, California"
"1238","176","1400000US06037541606","Census Tract 5416.06, Los Angeles County, California"
"1257","174","1400000US06037541700","Census Tract 5417, Los Angeles County, California"
"1307","126","1400000US06037541801","Census Tract 5418.01, Los Angeles County, California"
